PeakID (cmd=annotatePeaks.pl results/filtered_reproducible_peaks.bed mm10 -gtf results/m39_gene_annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr4-692	chr4	58464473	58464641	+	1	NA	intron (ENSMUST00000107575.9, intron 3 of 3)	protein_coding-intron (ENSMUST00000055018.11, intron 3 of 3)	19268	ENSMUST00000119701.2	ENSMUSG00000083834	ENSMUST00000119701			Gm12577			processed_pseudogene
chr8-570	chr8	11002316	11002484	+	1	NA	Intergenic	Intergenic	-4510	ENSMUST00000208843.2	ENSMUSG00000109084	ENSMUST00000208843			Gm44955			lncRNA
chr6-738	chr6	120111658	120111806	+	1	NA	intron (ENSMUST00000112711.9, intron 1 of 3)	protein_coding-intron (ENSMUST00000112711.9, intron 1 of 3)	8979	ENSMUST00000239911.1	ENSMUSG00000119208	ENSMUST00000239911			Gm25327			snRNA
chr1-269	chr1	150703032	150703200	+	1	NA	intron (ENSMUST00000137197.9, intron 4 of 105)	protein_coding-intron (ENSMUST00000074783.12, intron 4 of 106)	165686	ENSMUST00000137197.9	ENSMUSG00000066842	ENSMUST00000155715			Hmcn1			protein_coding
chr3-860	chr3	88397495	88397663	+	1	NA	intron (ENSMUST00000120377.8, intron 1 of 9)	protein_coding-intron (ENSMUST00000029699.13, intron 1 of 11)	3040	ENSMUST00000036252.7	ENSMUSG00000028063	ENSMUST00000036252			Lmna			protein_coding
chr5-1097	chr5	136177978	136178146	+	1	NA	exon (ENSMUST00000041048.6, exon 3 of 3)	protein_coding-exon (ENSMUST00000041048.6, exon 3 of 3)	10427	ENSMUST00000100568.3	ENSMUSG00000039754	ENSMUST00000041100			Alkbh4			protein_coding
chr3-180	chr3	83194295	83194463	+	1	NA	intron (ENSMUST00000191829.2, intron 10 of 19)	protein_coding-intron (ENSMUST00000191829.2, intron 10 of 19)	-116330	ENSMUST00000193692.2	ENSMUSG00000103459	ENSMUST00000193692			Gm38096			lncRNA
chr7-1018	chr7	134812122	134812290	+	1	NA	Intergenic	Intergenic	-14475	ENSMUST00000190881.7	ENSMUSG00000100717	ENSMUST00000187267			1700120G07Rik			lncRNA
chr4-1056	chr4	132093122	132093290	+	1	NA	intron (ENSMUST00000127516.2, intron 3 of 6)	protein_coding-intron (ENSMUST00000084170.12, intron 8 of 12)	4636	ENSMUST00000127516.2	ENSMUSG00000066043	ENSMUST00000136711			Phactr4			protein_coding
chr6-289	chr6	29362535	29362703	+	1	NA	intron (ENSMUST00000174096.7, intron 3 of 6)	protein_coding-intron (ENSMUST00000031779.17, intron 3 of 6)	1159	ENSMUST00000156163.2	ENSMUSG00000029767	ENSMUST00000156163			Calu			protein_coding
chr18-489	chr18	58875441	58875581	+	1	NA	Intergenic	Intergenic	-35986	ENSMUST00000235435.2	ENSMUSG00000118337	ENSMUST00000235435			Gm50227			lncRNA
chr14-340	chr14	12917421	12917557	+	1	NA	intron (ENSMUST00000179394.8, intron 5 of 5)	protein_coding-intron (ENSMUST00000160340.8, intron 9 of 9)	-82729	ENSMUST00000224617.2	ENSMUSG00000114298	ENSMUST00000224617			Gm48371			lncRNA
chr4-277	chr4	20535902	20536070	+	1	NA	intron (ENSMUST00000119374.8, intron 1 of 5)	protein_coding-intron (ENSMUST00000102998.4, intron 1 of 4)	144890	ENSMUST00000117877.2	ENSMUSG00000081964	ENSMUST00000117877			Gm11873			processed_pseudogene
chr5-81	chr5	3545021	3545189	+	1	NA	intron (ENSMUST00000165117.8, intron 5 of 7)	protein_coding-intron (ENSMUST00000042410.5, intron 4 of 6)	4967	ENSMUST00000196630.2	ENSMUSG00000105534	ENSMUST00000196630			Gm42435			lncRNA
chr10-36	chr10	82669841	82670009	+	1	NA	intron (ENSMUST00000219368.3, intron 1 of 14)	protein_coding-intron (ENSMUST00000219368.3, intron 1 of 14)	140	ENSMUST00000219368.3	ENSMUSG00000020250	ENSMUST00000020484			Txnrd1			protein_coding
chr11-152	chr11	102762314	102762482	+	1	NA	intron (ENSMUST00000173679.8, intron 1 of 26)	protein_coding-intron (ENSMUST00000021306.14, intron 2 of 27)	-5603	ENSMUST00000173974.2	ENSMUSG00000020929	ENSMUST00000141273			Eftud2			protein_coding
chr19-51	chr19	9089497	9089665	+	1	NA	exon (ENSMUST00000049948.6, exon 7 of 7)	protein_coding-exon (ENSMUST00000049948.6, exon 7 of 7)	-22940	ENSMUST00000142025.2	ENSMUSG00000024658	ENSMUST00000142025			Gm9750			lncRNA
chr17-386	chr17	29653319	29653467	+	1	NA	promoter-TSS (ENSMUST00000234282.2)	lncRNA-promoter-TSS (ENSMUST00000234282.2)	338	ENSMUST00000234531.2	ENSMUSG00000117575	ENSMUST00000234020			Gm36486			lncRNA
chr11-426	chr11	64898653	64898821	+	1	NA	intron (ENSMUST00000130420.8, intron 16 of 17)	protein_coding-intron (ENSMUST00000047463.15, intron 19 of 20)	7575	ENSMUST00000128693.2	ENSMUSG00000020549	ENSMUST00000101049			Elac2			protein_coding
chr3-75	chr3	126043350	126043518	+	1	NA	Intergenic	Intergenic	23458	ENSMUST00000197058.2	ENSMUSG00000106503	ENSMUST00000197058			Gm42827			lncRNA
chr3-146	chr3	88360104	88360272	+	1	NA	TTS (ENSMUST00000141471.2)	protein_coding-TTS (ENSMUST00000141471.2)	-1095	ENSMUST00000135732.8	ENSMUSG00000028064	ENSMUST00000184972			Sema4a			protein_coding
chr10-132	chr10	37283611	37283779	+	1	NA	Intergenic	Intergenic	44981	ENSMUST00000215235.2	ENSMUSG00000111549	ENSMUST00000215235			Gm48172			processed_pseudogene
chr2-207	chr2	91463716	91463884	+	1	NA	intron (ENSMUST00000153182.2, intron 2 of 3)	protein_coding-intron (ENSMUST00000028681.15, intron 4 of 13)	2940	ENSMUST00000153182.2	ENSMUSG00000027249	ENSMUST00000153182			F2			protein_coding
chr7-758	chr7	139423801	139423969	+	1	NA	intron (ENSMUST00000026548.14, intron 3 of 7)	protein_coding-intron (ENSMUST00000026548.14, intron 3 of 7)	9007	ENSMUST00000129454.2	ENSMUSG00000025475	ENSMUST00000137584			Adgra1			protein_coding
chr2-1147	chr2	29538049	29538217	+	1	NA	intron (ENSMUST00000238899.2, intron 1 of 23)	protein_coding-intron (ENSMUST00000091146.12, intron 1 of 25)	4306	ENSMUST00000238899.2	ENSMUSG00000039844	ENSMUST00000102872			Rapgef1			protein_coding
chr12-353	chr12	75393037	75393205	+	1	NA	intron (ENSMUST00000172981.2, intron 1 of 3)	protein_coding-intron (ENSMUST00000055390.6, intron 1 of 4)	37466	ENSMUST00000172981.2	ENSMUSG00000046768	ENSMUST00000118602			Rhoj			protein_coding
chr4-596	chr4	11038631	11038799	+	1	NA	Intergenic	Intergenic	20368	ENSMUST00000144475.2	ENSMUSG00000050323	ENSMUST00000124607			Ndufaf6			protein_coding
chr9-30	chr9	71733603	71733771	+	1	NA	TTS (ENSMUST00000183453.2)	processed_pseudogene-TTS (ENSMUST00000183453.2)	1132	ENSMUST00000183453.2	ENSMUSG00000099220	ENSMUST00000183453			Gm27220			processed_pseudogene
chr12-645	chr12	61222301	61222469	+	1	NA	Intergenic	Intergenic	-19527	ENSMUST00000220664.2	ENSMUSG00000114112	ENSMUST00000220664			Gm48301			lncRNA
chr16-9	chr16	8534268	8534436	+	1	NA	intron (ENSMUST00000162445.9, intron 2 of 31)	protein_coding-intron (ENSMUST00000160326.8, intron 2 of 30)	5168	ENSMUST00000162445.9	ENSMUSG00000022710	ENSMUST00000160326			Usp7			protein_coding
chr6-326	chr6	72045531	72045699	+	1	NA	Intergenic	Intergenic	5522	ENSMUST00000206828.2	ENSMUSG00000108344	ENSMUST00000206828			Gm8952			processed_pseudogene
chr7-641	chr7	74174365	74174520	+	1	NA	intron (ENSMUST00000134539.2, intron 1 of 2)	protein_coding-intron (ENSMUST00000026897.14, intron 1 of 9)	5415	ENSMUST00000129292.2	ENSMUSG00000025790	ENSMUST00000138099			Slco3a1			protein_coding
chr8-734	chr8	127880629	127880797	+	1	NA	intron (ENSMUST00000159141.8, intron 2 of 3)	protein_coding-intron (ENSMUST00000026921.13, intron 1 of 23)	-17441	ENSMUST00000238870.2	ENSMUSG00000025812	ENSMUST00000160581			Pard3			protein_coding
chr5-1112	chr5	149354512	149354680	+	1	NA	TTS (ENSMUST00000201641.2)	lncRNA-TTS (ENSMUST00000201641.2)	-2169	ENSMUST00000200931.2	ENSMUSG00000106777	ENSMUST00000200931			Gm43150			lncRNA
chr8-36	chr8	129192019	129192187	+	1	NA	intron (ENSMUST00000026917.10, intron 8 of 16)	protein_coding-intron (ENSMUST00000026917.10, intron 8 of 16)	-39321	ENSMUST00000247104.1	ENSMUSG00000121092	ENSMUST00000247104			Gm56862			lncRNA
chr18-118	chr18	24651406	24651574	+	1	NA	intron (ENSMUST00000234721.2, intron 1 of 5)	protein_coding-intron (ENSMUST00000046206.5, intron 1 of 6)	11625	ENSMUST00000234403.2	ENSMUSG00000040446	ENSMUST00000046206			Rprd1a			protein_coding
chr2-1374	chr2	146818147	146818315	+	1	NA	Intergenic	Intergenic	23428	ENSMUST00000135595.2	ENSMUSG00000074749	ENSMUST00000099278			Kiz			protein_coding
chrX-174	chrX	146314757	146314925	+	1	NA	intron (ENSMUST00000136789.8, intron 1 of 20)	protein_coding-intron (ENSMUST00000112819.9, intron 1 of 20)	-12782	ENSMUST00000137665.2	ENSMUSG00000031290	ENSMUST00000151730			Lrch2			protein_coding
chr18-296	chr18	65979722	65979890	+	1	NA	Intergenic	Intergenic	9448	ENSMUST00000236915.2	ENSMUSG00000117910	ENSMUST00000236915			Gm50174			processed_pseudogene
chr6-49	chr6	72027003	72027171	+	1	NA	Intergenic	Intergenic	-7575	ENSMUST00000206867.2	ENSMUSG00000108356	ENSMUST00000206867			9130221F21Rik			lncRNA
chr1-63	chr1	92636340	92636508	+	1	NA	Intergenic	Intergenic	8500	ENSMUST00000188188.2	ENSMUSG00000100546	ENSMUST00000243412			Gm29483			lncRNA
chr10-287	chr10	27197513	27197681	+	1	NA	intron (ENSMUST00000189575.2, intron 12 of 26)	protein_coding-intron (ENSMUST00000092639.12, intron 12 of 64)	28306	ENSMUST00000219212.2	ENSMUSG00000112472	ENSMUST00000219212			Gm48083			processed_pseudogene
chr1-1217	chr1	92014035	92014147	+	1	NA	intron (ENSMUST00000212867.2, intron 3 of 4)	protein_coding-intron (ENSMUST00000008995.15, intron 1 of 25)	26962	ENSMUST00000187622.2	ENSMUSG00000026313	ENSMUST00000191327			Hdac4			protein_coding
chr6-381	chr6	142863540	142863692	+	1	NA	intron (ENSMUST00000032421.4, intron 1 of 4)	protein_coding-intron (ENSMUST00000032421.4, intron 1 of 4)	-34850	ENSMUST00000147058.2	ENSMUSG00000030283	ENSMUST00000205149			St8sia1			protein_coding
chr14-604	chr14	73094582	73094750	+	1	NA	intron (ENSMUST00000227565.2, intron 5 of 5)	lncRNA-intron (ENSMUST00000226844.2, intron 1 of 1)	6329	ENSMUST00000226844.2	ENSMUSG00000121689	ENSMUST00000226844			ENSMUSG00000121689			lncRNA
chr10-938	chr10	61312385	61312543	+	1	NA	exon (ENSMUST00000051330.5, exon 1 of 1)	lncRNA-exon (ENSMUST00000051330.5, exon 1 of 1)	252	ENSMUST00000217740.2	ENSMUSG00000043126	ENSMUST00000217740			D830039M14Rik			lncRNA
chr18-549	chr18	52945219	52945387	+	1	NA	intron (ENSMUST00000179038.2, intron 1 of 1)	protein_coding-intron (ENSMUST00000025413.14, intron 1 of 11)	-13079	ENSMUST00000238707.2	ENSMUSG00000118407	ENSMUST00000238707			Gm50457			protein_coding
chr2-763	chr2	68758959	68759127	+	1	NA	intron (ENSMUST00000176018.2, intron 1 of 10)	protein_coding-intron (ENSMUST00000028426.9, intron 1 of 9)	-18561	ENSMUST00000155748.8	ENSMUSG00000027035	ENSMUST00000183755			Cers6			protein_coding
chr8-325	chr8	25831361	25831529	+	1	NA	Intergenic	Intergenic	-35159	ENSMUST00000210268.2	ENSMUSG00000110140	ENSMUST00000210268			5430421F17Rik			lncRNA
chr10-67	chr10	51851823	51851991	+	1	NA	Intergenic	Intergenic	-5520	ENSMUST00000218796.2	ENSMUSG00000112659	ENSMUST00000218243			Gm40646			lncRNA
chr11-332	chr11	81219013	81219181	+	1	NA	intron (ENSMUST00000066197.7, intron 1 of 9)	protein_coding-intron (ENSMUST00000066197.7, intron 1 of 9)	-56742	ENSMUST00000141593.2	ENSMUSG00000086971	ENSMUST00000141593			4930527B05Rik			lncRNA
chr6-51	chr6	113485397	113485565	+	1	NA	Intergenic	Intergenic	-6589	ENSMUST00000204134.3	ENSMUSG00000045009	ENSMUST00000204268			Prrt3			protein_coding
chr16-433	chr16	63191749	63191917	+	1	NA	Intergenic	Intergenic	120647	ENSMUST00000231817.2	ENSMUSG00000116752	ENSMUST00000231817			Gm49622			lncRNA
chr1-1063	chr1	90395427	90395540	+	1	NA	Intergenic	Intergenic	-13260	ENSMUST00000187630.2	ENSMUSG00000101997	ENSMUST00000187630			Gm28722			lncRNA
chr11-958	chr11	97713797	97713965	+	1	NA	intron (ENSMUST00000155762.3, intron 2 of 2)	protein_coding-intron (ENSMUST00000043843.12, intron 3 of 6)	7807	ENSMUST00000155762.3	ENSMUSG00000038366	ENSMUST00000129558			Lasp1			protein_coding
chr15-443	chr15	78680827	78680995	+	1	NA	intron (ENSMUST00000170584.2, intron 3 of 19)	protein_coding-intron (ENSMUST00000164826.8, intron 4 of 20)	5958	ENSMUST00000170584.2	ENSMUSG00000033170	ENSMUST00000170584			Card10			protein_coding
chr2-528	chr2	102697845	102698013	+	1	NA	intron (ENSMUST00000124624.2, intron 1 of 4)	protein_coding-intron (ENSMUST00000005218.15, intron 1 of 18)	-30376	ENSMUST00000239821.1	ENSMUSG00000119260	ENSMUST00000239821			Gm23731			snRNA
chr9-931	chr9	112389466	112389634	+	1	NA	Intergenic	Intergenic	37953	ENSMUST00000239605.1	ENSMUSG00000119291	ENSMUST00000239605			Gm24957			snoRNA
chr10-606	chr10	88266918	88267086	+	1	NA	intron (ENSMUST00000151273.8, intron 9 of 19)	protein_coding-intron (ENSMUST00000020251.10, intron 10 of 20)	1574	ENSMUST00000132738.2	ENSMUSG00000035311	ENSMUST00000132738			Gnptab			protein_coding
chr9-478	chr9	118710839	118710978	+	1	NA	intron (ENSMUST00000155437.2, intron 2 of 3)	protein_coding-intron (ENSMUST00000044165.14, intron 26 of 27)	9771	ENSMUST00000155437.2	ENSMUSG00000039115	ENSMUST00000149150			Itga9			protein_coding
chr15-575	chr15	94485905	94486073	+	1	NA	intron (ENSMUST00000152590.2, intron 1 of 3)	protein_coding-intron (ENSMUST00000023087.13, intron 2 of 8)	1771	ENSMUST00000023087.13	ENSMUSG00000022451	ENSMUST00000152590			Twf1			protein_coding
chr12-133	chr12	70015165	70015333	+	1	NA	promoter-TSS (ENSMUST00000221248.2)	transcribed_processed_pseudogene-promoter-TSS (ENSMUST00000221248.2)	-819	ENSMUST00000221248.2	ENSMUSG00000079076	ENSMUST00000221248			Gm3086			transcribed_processed_pseudogene
chr11-16	chr11	79760000	79760168	+	1	NA	intron (ENSMUST00000131441.2, intron 2 of 4)	lncRNA-intron (ENSMUST00000131441.2, intron 2 of 4)	3136	ENSMUST00000131441.2	ENSMUSG00000086474	ENSMUST00000150312			9130204K15Rik			lncRNA
chr7-620	chr7	4153949	4154117	+	1	NA	promoter-TSS (ENSMUST00000058358.8)	protein_coding-promoter-TSS (ENSMUST00000058358.8)	-660	ENSMUST00000058358.8	ENSMUSG00000043432	ENSMUST00000058358			Leng9			protein_coding
chr19-202	chr19	35401493	35401661	+	1	NA	Intergenic	Intergenic	-147655	ENSMUST00020183696.1	ENSMUSG00002075816	ENSMUST00020183696			Gm54676			miRNA
chr7-744	chr7	112747407	112747575	+	1	NA	Intergenic	Intergenic	-6261	ENSMUST00000209589.2	ENSMUSG00000110009	ENSMUST00000210408			4930543E12Rik			lncRNA
chr8-631	chr8	121082989	121083157	+	1	NA	intron (ENSMUST00000180448.3, intron 2 of 2)	protein_coding-intron (ENSMUST00000180448.3, intron 2 of 2)	-12829	ENSMUST00000246849.1	ENSMUSG00000121010	ENSMUST00000246849			Gm56858			lncRNA
chr10-352	chr10	18113073	18113241	+	1	NA	exon (ENSMUST00000181897.2, exon 2 of 2)	lncRNA-exon (ENSMUST00000181897.2, exon 2 of 2)	2043	ENSMUST00000216248.2	ENSMUSG00000096977	ENSMUST00000216248			Gm10827			lncRNA
chr2-123	chr2	51620933	51621101	+	1	NA	intron (ENSMUST00000143870.2, intron 1 of 6)	lncRNA-intron (ENSMUST00000143870.2, intron 1 of 6)	1004	ENSMUST00000143870.2	ENSMUSG00000085014	ENSMUST00000143870			Gm13490			lncRNA
chr15-627	chr15	58058250	58058418	+	1	NA	intron (ENSMUST00000022986.8, intron 4 of 8)	protein_coding-intron (ENSMUST00000022986.8, intron 4 of 8)	-19537	ENSMUST00000147638.2	ENSMUSG00000086801	ENSMUST00000147638			Gm15943			lncRNA
chr18-206	chr18	6055721	6055889	+	1	NA	intron (ENSMUST00000182921.2, intron 1 of 2)	protein_coding-intron (ENSMUST00000062584.14, intron 8 of 18)	14135	ENSMUST00000182322.2	ENSMUSG00000041225	ENSMUST00000182383			Arhgap12			protein_coding
chr7-213	chr7	109236639	109236799	+	1	NA	intron (ENSMUST00000207745.2, intron 1 of 3)	protein_coding-intron (ENSMUST00000207394.2, intron 1 of 3)	-20365	ENSMUST00000168005.8	ENSMUSG00000031024	ENSMUST00000208583			Dennd2b			protein_coding
chr9-771	chr9	62532160	62532328	+	1	NA	Intergenic	Intergenic	41119	ENSMUST00000241674.1	ENSMUSG00000120158	ENSMUST00000241674			Gm53533			lncRNA
chr4-362	chr4	48042732	48042900	+	1	NA	promoter-TSS (ENSMUST00000241126.1)	lncRNA-promoter-TSS (ENSMUST00000241126.1)	99	ENSMUST00000241126.1	ENSMUSG00000120048	ENSMUST00000241126			Gm57084			lncRNA
chr9-876	chr9	65202342	65202510	+	1	NA	intron (ENSMUST00000148632.2, intron 1 of 3)	protein_coding-intron (ENSMUST00000015501.11, intron 1 of 13)	812	ENSMUST00000148632.2	ENSMUSG00000015357	ENSMUST00000148632			Clpx			protein_coding
chr1-427	chr1	92703733	92703901	+	1	NA	Intergenic	Intergenic	-15615	ENSMUST00000187845.2	ENSMUSG00000099665	ENSMUST00000187845			Gm29482			lncRNA
chr11-513	chr11	61210817	61210985	+	1	NA	intron (ENSMUST00000134423.3, intron 8 of 14)	protein_coding-intron (ENSMUST00000093029.9, intron 8 of 16)	-14686	ENSMUST00000240018.1	ENSMUSG00000119377	ENSMUST00000240018			Gm25929			snRNA
chr18-27	chr18	53517174	53517342	+	1	NA	intron (ENSMUST00000165032.9, intron 4 of 6)	protein_coding-intron (ENSMUST00000025417.9, intron 4 of 7)	33929	ENSMUST00000025419.9	ENSMUSG00000024538	ENSMUST00000025419			Ppic			protein_coding
chr11-922	chr11	59442374	59442528	+	1	NA	intron (ENSMUST00000101148.9, intron 4 of 9)	protein_coding-intron (ENSMUST00000079476.10, intron 5 of 10)	8869	ENSMUST00000149126.2	ENSMUSG00000032691	ENSMUST00000079476			Nlrp3			protein_coding
chr10-328	chr10	67294593	67294761	+	1	NA	Intergenic	Intergenic	-16177	ENSMUST00000219056.2	ENSMUSG00000112726	ENSMUST00000219056			Gm47531			lncRNA
chr3-962	chr3	52517980	52518148	+	1	NA	Intergenic	Intergenic	-2192	ENSMUST00000076317.7	ENSMUSG00000070490	ENSMUST00000076317			Gm10293			processed_pseudogene
chr7-1139	chr7	95483873	95484041	+	1	NA	Intergenic	Intergenic	78636	ENSMUST00000205327.2	ENSMUSG00000108628	ENSMUST00000205327			Gm5037			processed_pseudogene
chr10-696	chr10	13876169	13876324	+	1	NA	intron (ENSMUST00000185392.2, intron 1 of 1)	protein_coding-intron (ENSMUST00000015645.11, intron 1 of 8)	33478	ENSMUST00000191464.2	ENSMUSG00000015501	ENSMUST00000185392			Hivep2			protein_coding
chr13-81	chr13	95732067	95732235	+	1	NA	Intergenic	Intergenic	-16667	ENSMUST00000221593.2	ENSMUSG00000113969	ENSMUST00000221593			Gm48731			processed_pseudogene
chr7-629	chr7	29185426	29185594	+	1	NA	intron (ENSMUST00000182702.8, intron 1 of 2)	protein_coding-intron (ENSMUST00000085809.11, intron 2 of 22)	19367	ENSMUST00000182011.8	ENSMUSG00000030583	ENSMUST00000183081			Sipa1l3			protein_coding
chr7-1054	chr7	28293343	28293511	+	1	NA	intron (ENSMUST00000135923.2, intron 1 of 3)	protein_coding-intron (ENSMUST00000108283.8, intron 1 of 9)	4084	ENSMUST00000150454.2	ENSMUSG00000030602	ENSMUST00000135923			Pak4			protein_coding
chr15-905	chr15	81554601	81554769	+	1	NA	TTS (ENSMUST00000173105.2)	protein_coding-TTS (ENSMUST00000173105.2)	1737	ENSMUST00000173607.2	ENSMUSG00000022394	ENSMUST00000173761			L3mbtl2			protein_coding
chr19-292	chr19	32219728	32219896	+	1	NA	intron (ENSMUST00000236410.2, intron 2 of 10)	protein_coding-intron (ENSMUST00000099514.10, intron 4 of 9)	-3586	ENSMUST00000126332.2	ENSMUSG00000040451	ENSMUST00000152340			Sgms1			protein_coding
chr14-685	chr14	64919035	64919203	+	1	NA	intron (ENSMUST00000231130.2, intron 2 of 2)	protein_coding-intron (ENSMUST00000100473.5, intron 2 of 39)	29068	ENSMUST00000224503.2	ENSMUSG00000060012	ENSMUST00000224677			Kif13b			protein_coding
chr13-26	chr13	58626392	58626560	+	1	NA	Intergenic	Intergenic	35641	ENSMUST00000225848.2	ENSMUSG00000114654	ENSMUST00000225848			Gm47918			lncRNA
chr4-615	chr4	63151932	63152100	+	1	NA	promoter-TSS (ENSMUST00000184067.8)	protein_coding-promoter-TSS (ENSMUST00000184067.8)	-507	ENSMUST00000184067.8	ENSMUSG00000045672	ENSMUST00000183913			Col27a1			protein_coding
chr11-1203	chr11	72846475	72846643	+	1	NA	Intergenic	Intergenic	2626	ENSMUST00020183615.1	ENSMUSG00002075500	ENSMUST00020183615			Gm56373			miRNA
chr14-694	chr14	71131302	71131470	+	1	NA	intron (ENSMUST00000227697.2, intron 1 of 6)	protein_coding-intron (ENSMUST00000022699.10, intron 1 of 8)	3418	ENSMUST00000227697.2	ENSMUSG00000022103	ENSMUST00000227697			Gfra2			protein_coding
chr8-974	chr8	122754678	122754846	+	1	NA	exon (ENSMUST00000170857.8, exon 14 of 14)	protein_coding-exon (ENSMUST00000170857.8, exon 14 of 14)	27176	ENSMUST00000173201.2	ENSMUSG00000025316	ENSMUST00000174753			Banp			protein_coding
chr18-416	chr18	61791034	61791191	+	1	NA	intron (ENSMUST00000243159.1, intron 1 of 3)	lncRNA-intron (ENSMUST00000181155.5, intron 1 of 2)	-5614	ENSMUST00000242991.1	ENSMUSG00000097324	ENSMUST00000182244			Carmn			lncRNA
chr11-878	chr11	121439850	121440018	+	1	NA	intron (ENSMUST00000147560.8, intron 1 of 10)	protein_coding-intron (ENSMUST00000103013.10, intron 14 of 38)	-1003	ENSMUST00000147470.2	ENSMUSG00000039230	ENSMUST00000151666			Tbcd			protein_coding
chr1-1497	chr1	182436744	182436912	+	1	NA	intron (ENSMUST00000192671.2, intron 10 of 20)	protein_coding-intron (ENSMUST00000048941.14, intron 10 of 20)	44225	ENSMUST00000192671.2	ENSMUSG00000038599	ENSMUST00000193260			Capn8			protein_coding
chr18-334	chr18	76233375	76233543	+	1	NA	intron (ENSMUST00000167921.2, intron 1 of 2)	protein_coding-intron (ENSMUST00000058997.15, intron 3 of 4)	-1917	ENSMUST00000236092.2	ENSMUSG00000117797	ENSMUST00000236092			2900057B20Rik			lncRNA
chr17-319	chr17	15592185	15592353	+	1	NA	promoter-TSS (ENSMUST00000152416.8)	protein_coding-promoter-TSS (ENSMUST00000152416.8)	-176	ENSMUST00000152416.8	ENSMUSG00000014773	ENSMUST00000129395			Dll1			protein_coding
chr4-1227	chr4	132316074	132316242	+	1	NA	Intergenic	Intergenic	24780	ENSMUST00000070690.8	ENSMUSG00000056529	ENSMUST00000070690			Ptafr			protein_coding
chr9-674	chr9	53514849	53515015	+	1	NA	intron (ENSMUST00000167130.2, intron 1 of 1)	protein_coding-intron (ENSMUST00000034547.6, intron 1 of 11)	6698	ENSMUST00000167130.2	ENSMUSG00000032047	ENSMUST00000167130			Acat1			protein_coding
chr1-679	chr1	170922115	170922283	+	1	NA	Intergenic	Intergenic	-14729	ENSMUST00020182833.1	ENSMUSG00002075095	ENSMUST00020182833			Gm56233			miRNA
chr7-216	chr7	127531609	127531775	+	1	NA	TTS (ENSMUST00000094026.10)	protein_coding-TTS (ENSMUST00000094026.10)	-2416	ENSMUST00000032988.10	ENSMUSG00000030800	ENSMUST00000206124			Prss8			protein_coding
